s0,s1,a0,terminal_flag
0.6,-1.7,31.0,not done
0.6,-2.2,32.0,not done
0.6,-0.5,34.0,not done
0.6,-2.9,31.0,not done
0.7,-3.9,32.0,not done
0.6,-18.7,13.0,not done
0.4,-31.4,-11.0,not done
0.1,-19.3,-11.0,not done
0.2,-15.7,-6.0,not done
0.2,-13.1,-4.0,not done
0.1,-10.5,-2.0,not done
0.1,-10.5,-4.0,not done
0.1,-6.2,-1.0,not done
0.1,-2.5,3.0,not done
0.1,1.3,8.0,not done
0.2,6.6,15.0,not done
0.2,11.2,24.0,not done
0.3,11.0,28.0,not done
0.4,0.9,24.0,not done
0.4,-1.3,22.0,not done
0.5,2.7,27.0,not done
0.5,3.5,29.0,not done
0.5,3.1,31.0,not done
0.5,-0.6,29.0,not done
0.6,-1.5,29.0,not done
0.6,0.2,32.0,not done
0.6,-1.8,32.0,not done
0.5,-19.1,8.0,not done
0.3,-23.1,-6.0,not done
0.1,-8.3,-1.0,not done
0.1,-11.8,-8.0,not done
0.1,-9.4,-5.0,not done
0.1,-5.1,0.0,not done
0.1,-3.4,1.0,not done
0.1,2.0,7.0,not done
0.2,5.9,14.0,not done
0.2,10.3,23.0,not done
0.3,13.1,32.0,not done
0.4,-1.5,19.0,not done
0.4,-5.4,16.0,not done
0.4,-1.2,19.0,not done
0.4,-2.2,19.0,not done
0.4,-6.3,15.0,not done
0.4,-8.0,12.0,not done
0.3,-9.6,9.0,not done
0.3,-11.0,4.0,not done
0.3,-8.9,5.0,not done
0.3,-7.3,6.0,not done
0.3,-6.7,7.0,not done
0.3,-5.3,8.0,not done
0.3,-4.2,10.0,not done
0.3,-3.4,12.0,not done
0.3,-4.0,12.0,not done
0.3,-4.8,12.0,not done
0.3,-5.7,10.0,not done
0.3,-6.4,9.0,not done
0.3,-7.1,7.0,not done
0.2,-7.4,6.0,not done
0.2,-6.3,6.0,not done
0.2,-5.2,7.0,not done
0.2,-4.3,8.0,not done
0.2,-3.4,9.0,not done
0.3,-2.3,11.0,not done
0.3,-1.2,13.0,not done
0.3,0.3,16.0,not done
0.3,1.0,19.0,not done
0.4,1.0,20.0,not done
0.4,0.5,21.0,not done
0.4,-0.2,22.0,not done
0.4,-0.1,24.0,not done
0.5,-0.7,24.0,not done
0.5,-2.3,24.0,not done
0.5,-3.8,22.0,not done
0.5,-6.3,18.0,not done
0.4,-9.8,13.0,not done
0.4,-12.4,8.0,not done
0.3,-14.4,3.0,not done
0.3,-13.7,1.0,not done
0.3,-12.2,1.0,not done
0.2,-10.5,2.0,not done
0.2,-9.1,2.0,not done
0.2,-7.4,3.0,not done
0.2,-5.8,5.0,not done
0.2,-4.2,7.0,not done
0.2,-3.0,9.0,not done
0.2,-2.8,10.0,not done
0.3,-3.2,11.0,not done
0.3,-3.8,11.0,not done
0.3,-3.7,11.0,not done
0.3,-3.9,11.0,not done
0.3,-3.8,11.0,not done
0.3,-3.7,12.0,not done
0.3,-3.9,12.0,not done
0.3,-3.8,12.0,not done
0.3,-3.2,12.0,not done
0.3,-3.4,12.0,not done
0.3,-3.3,12.0,not done
0.3,-3.5,13.0,not done
0.3,-3.9,12.0,not done
0.3,-4.4,12.0,not done
0.3,-4.8,11.0,not done
0.3,-4.8,12.0,not done
0.3,-5.2,11.0,not done
0.3,-5.4,11.0,not done
0.3,-6.1,10.0,not done
0.3,-6.5,9.0,not done
0.3,-6.8,8.0,not done
0.3,-6.8,7.0,not done
0.3,-7.1,6.0,not done
0.2,-7.1,6.0,not done
0.2,-7.2,5.0,not done
0.2,-7.3,4.0,not done
0.2,-7.4,4.0,not done
0.2,-7.3,3.0,not done
0.2,-7.5,2.0,not done
0.2,-7.6,1.0,not done
0.2,-7.4,0.0,not done
0.1,-7.1,0.0,not done
0.1,-7.2,0.0,not done
0.1,-7.8,-1.0,not done
0.1,-7.6,-2.0,not done
0.1,-7.8,-3.0,not done
0.1,-7.6,-3.0,not done
0.1,-7.7,-4.0,not done
0.0,-7.8,-5.0,not done
0.0,-8.1,-6.0,not done
0.0,-8.0,-7.0,not done
-0.0,-8.1,-8.0,not done
-0.0,-8.3,-9.0,not done
-0.0,-8.8,-11.0,not done
-0.1,-9.2,-12.0,not done
-0.1,-8.0,-14.0,not done
-0.1,-5.3,-12.0,not done
-0.1,-6.2,-13.0,not done
-0.2,-7.4,-16.0,not done
-0.2,-7.9,-17.0,not done
-0.2,-6.7,-17.0,not done
-0.2,-6.8,-17.0,not done
-0.2,-7.4,-18.0,not done
-0.2,-3.8,-13.0,not done
-0.1,2.4,-4.0,not done
-0.1,4.5,1.0,not done
-0.0,2.8,2.0,not done
0.0,0.8,2.0,not done
0.1,-1.9,1.0,not done
0.1,-2.5,1.0,not done
0.1,-3.9,0.0,not done
0.1,-5.3,-1.0,not done
0.1,-6.1,-2.0,not done
0.0,-7.9,-5.0,not done
0.0,-10.1,-8.0,not done
-0.0,-12.6,-13.0,not done
-0.1,-15.2,-18.0,not done
-0.1,-15.7,-23.0,not done
-0.2,-12.9,-24.0,not done
-0.3,-12.7,-27.0,not done
-0.3,-14.3,-30.0,not done
-0.3,-14.7,-33.0,not done
-0.4,-14.7,-35.0,not done
-0.4,-11.5,-32.0,not done
-0.4,-11.2,-34.0,not done
-0.4,16.7,-2.0,not done
-0.2,18.9,7.0,not done
-0.1,12.8,7.0,not done
-0.0,8.1,6.0,not done
0.1,3.5,6.0,not done
0.1,0.9,4.0,not done
0.1,-1.4,1.0,not done
0.1,-0.7,2.0,not done
0.0,0.7,3.0,not done
0.1,-2.9,0.0,not done
0.1,-8.0,-4.0,not done
0.0,-15.0,-13.0,not done
-0.0,-17.4,-19.0,not done
-0.1,-18.7,-25.0,not done
-0.2,-19.4,-31.0,not done
-0.3,-19.3,-35.0,not done
-0.4,-17.9,-38.0,not done
-0.4,-16.8,-41.0,not done
-0.5,-16.7,-45.0,not done
-0.6,-15.7,-47.0,not done
-0.5,27.2,0.0,not done
-0.3,27.2,8.0,not done
-0.2,20.7,11.0,not done
-0.1,13.1,8.0,not done
0.0,9.0,9.0,not done
0.0,4.0,5.0,not done
0.1,1.0,4.0,not done
0.1,-1.0,2.0,not done
0.1,-0.8,2.0,not done
0.1,-6.6,-3.0,not done
0.1,-12.0,-8.0,not done
-0.0,-15.1,-15.0,not done
-0.1,-17.5,-22.0,not done
-0.2,-17.0,-25.0,not done
-0.2,-15.4,-28.0,not done
-0.3,-15.6,-32.0,not done
-0.3,-8.9,-26.0,not done
-0.3,-6.4,-24.0,not done
-0.3,-11.9,-30.0,not done
-0.4,3.0,-16.0,not done
-0.3,6.7,-11.0,not done
-0.3,6.0,-8.0,not done
-0.2,6.2,-4.0,not done
-0.2,2.7,-7.0,not done
-0.2,1.8,-8.0,not done
-0.2,-2.4,-11.0,not done
-0.2,-5.4,-15.0,not done
-0.2,1.0,-9.0,not done
-0.1,2.8,-5.0,not done
-0.1,5.0,0.0,not done
-0.0,3.6,2.0,not done
-0.0,-0.2,0.0,not done
-0.0,-3.2,-4.0,not done
-0.1,-2.3,-5.0,not done
-0.1,-3.5,-6.0,not done
-0.1,-4.2,-8.0,not done
-0.0,-4.8,-7.0,not done
-0.1,-5.3,-8.0,not done
-0.1,-4.7,-9.0,not done
-0.1,-6.0,-12.0,not done
-0.1,-5.7,-13.0,not done
-0.2,-5.4,-13.0,not done
-0.2,-5.5,-14.0,not done
-0.2,-5.8,-15.0,not done
-0.2,-6.0,-17.0,not done
-0.2,-6.4,-18.0,not done
-0.2,-5.7,-18.0,not done
-0.3,-5.0,-18.0,not done
-0.3,-4.5,-18.0,not done
-0.3,-3.8,-18.0,not done
-0.3,-3.1,-17.0,not done
-0.3,-1.7,-16.0,not done
-0.3,-0.7,-14.0,not done
-0.2,1.2,-12.0,not done
-0.2,2.4,-10.0,not done
-0.2,3.6,-7.0,not done
-0.2,3.7,-5.0,not done
-0.1,3.9,-3.0,not done
-0.1,3.5,-1.0,not done
-0.1,3.1,0.0,not done
-0.0,2.4,0.0,not done
0.0,2.2,2.0,not done
0.0,1.5,3.0,not done
0.1,1.0,4.0,not done
0.1,1.1,6.0,not done
0.1,1.0,7.0,not done
0.1,1.2,8.0,not done
0.2,1.1,9.0,not done
0.2,1.3,10.0,not done
0.2,1.5,12.0,not done
0.2,1.6,13.0,not done
0.2,1.9,14.0,not done
0.3,2.2,16.0,not done
0.3,2.2,17.0,not done
0.3,2.7,19.0,not done
0.3,1.2,19.0,not done
0.3,-4.7,12.0,not done
0.3,-8.7,7.0,not done
0.3,-9.8,4.0,not done
0.2,-10.2,1.0,not done
0.2,-10.9,0.0,not done
0.1,-8.0,0.0,not done
0.1,-5.5,2.0,not done
0.2,-4.9,3.0,not done
0.2,-2.1,6.0,not done
0.2,0.4,9.0,not done
0.2,1.8,11.0,not done
0.2,3.8,15.0,not done
0.3,5.7,19.0,not done
0.3,6.5,23.0,not done
0.4,6.0,25.0,not done
0.4,5.3,27.0,not done
0.4,4.4,28.0,not done
0.5,3.7,29.0,not done
0.5,2.7,29.0,not done
0.5,-6.4,21.0,not done
0.5,-12.3,14.0,not done
0.4,-12.1,10.0,not done
0.3,-11.7,7.0,not done
0.3,-9.1,8.0,not done
0.3,-9.0,8.0,not done
0.3,-5.3,11.0,not done
0.3,-7.5,11.0,not done
0.3,-9.4,8.0,not done
0.3,-10.9,4.0,not done
0.2,-9.3,3.0,not done
0.2,-7.7,3.0,not done
0.2,-5.2,5.0,not done
0.2,-2.6,9.0,not done
0.2,-0.2,13.0,not done
0.3,-0.6,14.0,not done
0.3,-0.6,15.0,not done
0.3,0.2,18.0,not done
0.4,-0.6,19.0,not done
0.4,-2.4,18.0,not done
0.4,-4.2,16.0,not done
0.4,-4.5,15.0,not done
0.3,-6.6,12.0,not done
0.3,-8.2,9.0,not done
0.3,-8.4,8.0,not done
0.3,-7.7,7.0,not done
0.3,-6.9,8.0,not done
0.3,-5.1,9.0,not done
0.3,-4.6,10.0,not done
0.3,-3.6,12.0,not done
0.3,-3.3,14.0,not done
0.3,-2.8,15.0,not done
0.3,-3.7,15.0,not done
0.4,-4.8,15.0,not done
0.4,-6.1,14.0,not done
0.4,-7.5,12.0,not done
0.3,-10.1,8.0,not done
0.3,-11.6,4.0,not done
0.3,-11.2,2.0,not done
0.2,-9.8,1.0,not done
0.2,-9.1,0.0,not done
0.1,-7.8,0.0,not done
0.1,-6.9,1.0,not done
0.2,-6.0,2.0,not done
0.2,-5.2,3.0,not done
0.2,-4.9,4.0,not done
0.2,-5.0,4.0,not done
0.2,-4.6,4.0,not done
0.2,-4.3,5.0,not done
0.2,-4.2,5.0,not done
0.2,-4.4,5.0,not done
0.2,-4.7,6.0,not done
0.2,-5.0,6.0,not done
0.2,-5.1,6.0,not done
0.2,-5.4,5.0,not done
0.2,-4.8,5.0,not done
0.2,-4.6,5.0,not done
0.2,-5.0,5.0,not done
0.2,-5.4,5.0,not done
0.2,-5.9,4.0,not done
0.2,-6.2,3.0,not done
0.2,-6.5,2.0,not done
0.2,-6.6,2.0,not done
0.1,-7.0,0.0,not done
0.1,-7.7,0.0,not done
0.1,-8.2,-1.0,not done
0.1,-8.1,-2.0,not done
0.1,-8.5,-3.0,not done
0.1,-8.8,-4.0,not done
0.0,-9.1,-6.0,not done
0.0,-10.0,-9.0,not done
-0.0,-10.1,-11.0,not done
-0.0,-9.8,-12.0,not done
-0.1,-10.0,-13.0,not done
-0.1,-10.5,-15.0,not done
-0.1,-10.8,-17.0,not done
-0.2,-10.8,-19.0,not done
-0.2,-11.3,-21.0,not done
-0.2,-11.8,-23.0,not done
-0.3,-12.2,-26.0,not done
-0.3,-13.1,-29.0,not done
-0.3,-6.7,-23.0,not done
-0.3,-3.3,-18.0,not done
-0.3,8.8,-5.0,not done
-0.2,12.3,3.0,not done
-0.1,7.0,3.0,not done
-0.0,3.5,3.0,not done
0.0,-0.9,0.0,not done
0.0,-1.6,0.0,not done
0.0,-0.3,0.0,not done
0.0,1.3,1.0,not done
0.0,-0.4,1.0,not done
0.0,-3.3,-1.0,not done
0.0,-6.4,-4.0,not done
0.0,-9.7,-8.0,not done
-0.0,-13.9,-14.0,not done
-0.1,-16.6,-20.0,not done
-0.2,-16.1,-25.0,not done
-0.2,-8.9,-20.0,not done
-0.2,-3.0,-13.0,not done
-0.2,-8.9,-17.0,not done
-0.2,-1.4,-10.0,not done
-0.1,-0.8,-6.0,not done
-0.1,-3.2,-7.0,not done
-0.1,-1.3,-4.0,not done
-0.1,-3.2,-6.0,not done
-0.1,-1.1,-4.0,not done
-0.1,-2.1,-5.0,not done
-0.1,-4.2,-8.0,not done
-0.1,-5.7,-9.0,not done
-0.1,-7.3,-12.0,not done
-0.1,-8.2,-13.0,not done
-0.1,-9.8,-16.0,not done
-0.2,-10.2,-19.0,not done
-0.2,-7.1,-18.0,not done
-0.2,-6.3,-18.0,not done
-0.2,-5.5,-18.0,not done
-0.3,-7.2,-21.0,not done
-0.3,-4.3,-19.0,not done
-0.3,-1.2,-15.0,not done
-0.2,1.1,-11.0,not done
-0.2,1.2,-8.0,not done
-0.2,1.5,-7.0,not done
-0.2,1.3,-7.0,not done
-0.1,-0.3,-8.0,not done
-0.1,-1.5,-8.0,not done
-0.1,-2.1,-9.0,not done
-0.1,-2.4,-9.0,not done
-0.1,-2.4,-10.0,not done
-0.2,-2.8,-11.0,not done
-0.2,-3.3,-12.0,not done
-0.2,-3.7,-13.0,not done
-0.2,-4.0,-14.0,not done
-0.2,-3.8,-14.0,not done
-0.2,-3.0,-13.0,not done
-0.2,-2.5,-13.0,not done
-0.2,-1.0,-10.0,not done
-0.1,-0.3,-7.0,not done
-0.1,1.5,-3.0,not done
-0.1,1.4,-2.0,not done
-0.1,1.0,-2.0,not done
-0.1,-0.1,-3.0,not done
-0.1,-0.5,-3.0,not done
-0.1,0.4,-2.0,not done
-0.0,0.5,-1.0,not done
-0.0,-1.0,-2.0,not done
-0.0,-0.9,-2.0,not done
-0.0,-2.2,-3.0,not done
-0.0,-2.6,-4.0,not done
-0.0,-2.2,-3.0,not done
-0.0,-2.1,-2.0,not done
-0.0,-2.6,-3.0,not done
-0.0,-2.4,-3.0,not done
-0.0,-2.2,-2.0,not done
-0.0,-2.0,-2.0,not done
-0.0,-1.9,-2.0,not done
-0.0,-1.7,-1.0,not done
-0.0,-1.4,-1.0,not done
0.0,-1.6,-1.0,not done
0.0,-1.2,0.0,not done
0.0,-0.7,0.0,not done
0.0,-0.5,1.0,not done
0.0,-0.3,1.0,not done
0.1,0.2,3.0,not done
0.1,0.2,4.0,not done
0.1,0.6,5.0,not done
0.1,1.1,6.0,not done
0.1,1.5,8.0,not done
0.1,1.7,9.0,not done
0.2,2.1,11.0,not done
0.2,2.8,13.0,not done
0.2,3.4,16.0,not done
0.3,4.0,18.0,not done
0.3,4.8,21.0,not done
0.3,5.6,24.0,not done
0.4,6.2,26.0,not done
0.4,6.9,30.0,not done
0.5,7.4,32.0,not done
0.6,7.1,38.0,not done
0.6,-9.0,25.0,not done
0.4,-24.9,0.0,not done
0.3,-19.3,-5.0,not done
0.1,-12.0,-5.0,not done
0.1,-11.2,-4.0,not done
0.1,-8.7,-1.0,not done
0.2,-9.4,-1.0,not done
0.2,-8.3,0.0,not done
0.2,-6.0,2.0,not done
0.2,-1.0,7.0,not done
0.2,4.1,14.0,not done
0.2,4.4,16.0,not done
0.2,0.8,11.0,not done
0.2,5.0,18.0,not done
0.3,6.0,22.0,not done
0.3,2.5,21.0,not done
0.4,-2.6,18.0,not done
0.4,-0.4,21.0,not done
0.4,-0.5,22.0,not done
0.4,-3.9,20.0,not done
0.4,-6.3,17.0,not done
0.4,-7.2,14.0,not done
0.3,-8.4,10.0,not done
0.3,-8.4,8.0,not done
0.3,-6.8,8.0,not done
0.3,-5.9,9.0,not done
0.3,-3.7,12.0,not done
0.3,-4.6,12.0,not done
0.3,-3.9,13.0,not done
0.3,-2.7,15.0,not done
0.4,-3.2,16.0,not done
0.3,-6.4,12.0,not done
0.3,-7.3,10.0,not done
0.3,-7.0,9.0,not done
0.3,-5.9,8.0,not done
0.3,-6.0,8.0,not done
0.3,-6.5,8.0,not done
0.3,-6.0,8.0,not done
0.3,-4.6,10.0,not done
0.3,-3.4,12.0,not done
0.3,-2.2,14.0,not done
0.3,-2.3,15.0,not done
0.3,-3.3,15.0,not done
0.3,-3.4,15.0,not done
0.3,-3.8,14.0,not done
0.3,-5.2,12.0,not done
0.3,-6.3,10.0,not done
0.3,-7.2,8.0,not done
0.3,-8.0,6.0,not done
0.2,-8.2,4.0,not done
0.2,-6.8,5.0,not done
0.2,-5.5,7.0,not done
0.2,-5.0,7.0,not done
0.2,-5.2,8.0,not done
0.3,-3.6,10.0,not done
0.3,-2.1,12.0,not done
0.3,-1.5,14.0,not done
0.3,-1.2,16.0,not done
0.3,-1.9,16.0,not done
0.4,-3.4,15.0,not done
0.4,-4.5,15.0,not done
0.4,-4.7,14.0,not done
0.3,-5.8,12.0,not done
0.3,-7.7,8.0,not done
0.3,-9.4,5.0,not done
0.2,-10.3,3.0,not done
0.2,-10.1,2.0,not done
0.2,-10.2,1.0,not done
0.2,-9.5,1.0,not done
0.2,-8.9,0.0,not done
0.2,-7.6,1.0,not done
0.2,-6.2,2.0,not done
0.2,-4.6,4.0,not done
0.2,-4.1,5.0,not done
0.2,-5.5,3.0,not done
0.2,-6.6,2.0,not done
0.2,-6.3,2.0,not done
0.2,-6.6,1.0,not done
0.1,-6.4,1.0,not done
0.1,-6.0,0.0,not done
0.1,-5.8,0.0,not done
0.1,-6.3,0.0,not done
0.1,-6.5,0.0,not done
0.1,-6.7,-1.0,not done
0.1,-7.0,-2.0,not done
0.1,-7.0,-2.0,not done
0.1,-6.7,-3.0,not done
0.1,-7.1,-3.0,not done
0.1,-7.5,-4.0,not done
0.0,-8.5,-6.0,not done
0.0,-8.9,-7.0,not done
-0.0,-9.0,-9.0,not done
-0.0,-9.0,-11.0,not done
-0.1,-9.4,-12.0,not done
-0.1,-10.2,-14.0,not done
-0.1,-10.7,-17.0,not done
-0.1,-11.0,-18.0,not done
-0.2,-12.2,-21.0,not done
-0.2,-12.7,-24.0,not done
-0.3,-13.4,-27.0,not done
-0.3,-14.5,-30.0,not done
-0.3,-15.4,-34.0,not done
-0.4,-8.2,-29.0,not done
-0.4,-2.7,-25.0,not done
-0.3,16.1,-2.0,not done
-0.2,13.1,1.0,not done
-0.1,8.5,2.0,not done
-0.1,5.0,2.0,not done
-0.0,-0.2,0.0,not done
0.0,0.6,0.0,not done
-0.0,1.8,0.0,not done
0.0,4.3,4.0,not done
0.0,3.4,5.0,not done
0.1,0.5,3.0,not done
0.1,-4.9,0.0,not done
0.1,-9.0,-5.0,not done
0.0,-14.3,-12.0,not done
-0.1,-16.0,-18.0,not done
-0.2,-13.5,-21.0,not done
-0.2,-12.5,-23.0,not done
-0.3,-15.7,-29.0,not done
-0.3,-16.7,-34.0,not done
-0.4,-17.7,-38.0,not done
-0.4,-17.2,-41.0,not done
-0.5,-17.5,-44.0,not done
-0.7,-5.7,-42.0,not done
-0.4,23.6,0.0,not done
-0.3,19.7,4.0,not done
-0.1,11.2,3.0,not done
-0.1,8.7,2.0,not done
-0.1,1.0,-2.0,not done
-0.0,0.5,-1.0,not done
-0.1,2.6,-1.0,not done
-0.1,5.5,1.0,not done
-0.0,3.8,3.0,not done
0.0,-1.9,-1.0,not done
0.0,-7.9,-6.0,not done
-0.0,-13.4,-15.0,not done
-0.1,-15.4,-22.0,not done
-0.2,-15.8,-27.0,not done
-0.3,-16.0,-32.0,not done
-0.4,-15.9,-36.0,not done
-0.4,-16.4,-40.0,not done
-0.5,-13.5,-41.0,not done
-0.4,1.2,-20.0,not done
-0.4,15.6,-4.0,not done
-0.2,17.0,3.0,not done
-0.2,13.8,2.0,not done
-0.1,12.8,6.0,not done
-0.0,7.5,5.0,not done
-0.0,2.8,1.0,not done
0.0,-1.1,0.0,not done
-0.0,-2.4,-4.0,not done
-0.0,-2.9,-5.0,not done
-0.0,-7.9,-10.0,not done
-0.1,-12.8,-18.0,not done
-0.2,-14.2,-22.0,not done
-0.2,-13.1,-24.0,not done
-0.3,-13.1,-27.0,not done
-0.3,-13.2,-30.0,not done
-0.3,5.9,-12.0,not done
-0.2,16.7,7.0,not done
-0.1,10.7,5.0,not done
-0.0,3.5,0.0,not done
0.0,-2.4,-2.0,not done
-0.0,-4.8,-6.0,not done
-0.1,-2.7,-9.0,not done
-0.1,2.5,-5.0,not done
-0.1,-0.6,-7.0,not done
-0.1,-2.9,-9.0,not done
-0.1,1.5,-1.0,not done
-0.0,0.1,-1.0,not done
-0.0,-0.4,-2.0,not done
0.0,1.2,1.0,not done
0.0,0.5,0.0,not done
0.0,0.8,0.0,not done
0.0,0.8,1.0,not done
0.0,-0.5,0.0,not done
0.0,-0.3,1.0,not done
0.0,-1.6,0.0,not done
0.0,0.6,1.0,not done
0.1,0.2,3.0,not done
0.1,-0.1,3.0,not done
0.1,1.1,5.0,not done
0.1,0.6,6.0,not done
0.1,1.4,7.0,not done
0.1,1.6,9.0,not done
0.2,2.0,10.0,not done
0.2,2.2,12.0,not done
0.2,2.8,14.0,not done
0.2,3.2,16.0,not done
0.3,3.7,18.0,not done
0.3,4.3,21.0,not done
0.3,4.8,23.0,not done
0.4,4.9,26.0,not done
0.5,0.9,26.0,not done
0.5,-0.4,26.0,not done
0.5,-2.3,24.0,not done
0.5,-3.9,23.0,not done
0.4,-16.0,5.0,not done
0.2,-20.1,-6.0,not done
0.1,-12.9,-5.0,not done
0.1,-8.8,-4.0,not done
0.1,-6.7,-1.0,not done
0.1,-6.9,-1.0,not done
0.1,-5.7,0.0,not done
0.1,-1.1,4.0,not done
0.1,3.5,11.0,not done
0.2,4.2,15.0,not done
0.3,5.4,19.0,not done
0.3,6.1,24.0,not done
0.4,7.2,29.0,not done
0.5,4.5,29.0,not done
0.5,-4.6,20.0,not done
0.4,-12.1,7.0,not done
0.3,-5.4,9.0,not done
0.3,-6.7,9.0,not done
0.3,-8.0,6.0,not done
0.2,-5.7,7.0,not done
0.2,-4.9,8.0,not done
0.3,-3.8,11.0,not done
0.3,-1.8,13.0,not done
0.3,1.1,17.0,not done
0.3,2.4,21.0,not done
0.4,1.0,21.0,not done
0.4,-0.1,20.0,not done
0.4,-2.2,19.0,not done
0.4,-5.8,16.0,not done
0.4,-6.8,14.0,not done
0.4,-6.7,13.0,not done
0.4,-5.9,14.0,not done
0.4,-6.0,13.0,not done
0.4,-4.0,16.0,not done
0.4,-3.1,17.0,not done
0.4,-4.4,15.0,not done
0.4,-7.0,12.0,not done
0.3,-7.2,11.0,not done
0.3,-5.7,12.0,not done
0.3,-5.9,12.0,not done
0.4,-6.0,13.0,not done
0.4,-4.1,15.0,not done
0.4,-2.4,17.0,not done
0.4,-4.5,15.0,not done
0.4,-6.7,13.0,not done
0.3,-8.8,9.0,not done
0.3,-9.9,6.0,not done
0.3,-7.6,7.0,not done
0.3,-7.3,7.0,not done
0.3,-6.1,8.0,not done
0.3,-4.3,10.0,not done
0.3,-2.3,13.0,not done
0.3,-2.5,14.0,not done
0.3,-3.4,14.0,not done
0.3,-5.1,12.0,not done
0.3,-6.1,9.0,not done
0.3,-7.3,7.0,not done
0.3,-6.7,8.0,not done
0.3,-5.5,9.0,not done
0.3,-5.6,9.0,not done
0.3,-6.0,9.0,not done
0.3,-4.4,12.0,not done
0.3,-3.2,14.0,not done
0.3,-3.0,15.0,not done
0.4,-2.1,17.0,not done
0.4,-1.4,19.0,not done
0.4,-1.9,19.0,not done
0.4,-2.6,19.0,not done
0.4,-3.5,18.0,not done
0.4,-6.2,15.0,not done
0.4,-8.0,11.0,not done
0.3,-10.8,6.0,not done
0.3,-11.7,3.0,not done
0.2,-11.0,2.0,not done
0.2,-9.7,2.0,not done
0.2,-8.4,2.0,not done
0.2,-7.6,3.0,not done
0.2,-6.3,4.0,not done
0.2,-4.7,6.0,not done
0.2,-3.6,7.0,not done
0.2,-3.0,9.0,not done
0.2,-3.0,10.0,not done
0.3,-3.0,11.0,not done
0.3,-3.0,12.0,not done
0.3,-3.7,12.0,not done
0.3,-4.0,12.0,not done
0.3,-4.1,12.0,not done
0.3,-4.0,11.0,not done
0.3,-3.4,12.0,not done
0.3,-3.6,12.0,not done
0.3,-3.8,12.0,not done
0.3,-3.9,12.0,not done
0.3,-4.0,13.0,not done
0.3,-4.1,13.0,not done
0.3,-4.2,13.0,not done
0.3,-4.6,13.0,not done
0.3,-4.8,12.0,not done
0.3,-5.1,12.0,not done
0.3,-5.5,11.0,not done
0.3,-5.7,11.0,not done
0.3,-5.8,11.0,not done
0.3,-6.1,10.0,not done
0.3,-6.5,9.0,not done
0.3,-6.8,8.0,not done
0.3,-7.4,7.0,not done
0.2,-7.6,6.0,not done
0.2,-7.9,4.0,not done
0.2,-8.1,3.0,not done
0.2,-8.1,2.0,not done
0.2,-7.8,2.0,not done
0.2,-7.9,1.0,not done
0.2,-8.1,0.0,not done
0.1,-8.5,-1.0,not done
0.1,-8.8,-2.0,not done
0.1,-9.2,-4.0,not done
0.1,-9.5,-6.0,not done
0.0,-9.2,-7.0,not done
0.0,-9.4,-8.0,not done
-0.0,-10.0,-10.0,not done
-0.0,-10.1,-11.0,not done
-0.1,-10.4,-13.0,not done
-0.1,-10.7,-15.0,not done
-0.1,-11.0,-17.0,not done
-0.1,-11.3,-19.0,not done
-0.2,-7.2,-18.0,not done
-0.2,-7.9,-20.0,not done
-0.3,-8.5,-22.0,not done
-0.2,-7.0,-19.0,not done
-0.2,-1.8,-13.0,not done
-0.1,7.4,0.0,not done
-0.1,8.3,2.0,not done
-0.0,3.7,2.0,not done
0.0,1.0,2.0,not done
0.0,-0.2,2.0,not done
0.1,-0.3,2.0,not done
0.1,-0.1,3.0,not done
0.1,-0.6,3.0,not done
0.1,-3.4,0.0,not done
0.1,-14.5,-11.0,not done
-0.0,-17.7,-18.0,not done
-0.1,-16.9,-22.0,not done
-0.2,-17.2,-27.0,not done
-0.3,-16.4,-30.0,not done
-0.3,-16.9,-35.0,not done
-0.4,-17.9,-39.0,not done
-0.5,-18.6,-43.0,not done
-0.5,-18.5,-47.0,not done
-0.6,-18.1,-48.0,not done
-0.6,2.2,-33.0,not done
-0.4,31.0,9.0,not done
-0.2,26.8,13.0,not done
-0.1,19.9,14.0,not done
0.0,15.6,17.0,not done
0.1,11.8,18.0,not done
0.2,8.8,20.0,not done
0.4,-4.0,16.0,not done
0.3,-14.5,3.0,not done
0.2,-10.4,-1.0,not done
0.0,-22.0,-20.0,not done
-0.1,-26.9,-33.0,not done
-0.2,-21.6,-35.0,not done
-0.3,-18.3,-34.0,not done
-0.3,-19.0,-37.0,not done
-0.4,-20.1,-41.0,not done
-0.5,-20.7,-45.0,not done
-0.6,-19.6,-50.0,not done
-0.7,-15.8,-53.0,not done
-0.7,24.1,-11.0,not done
-0.5,31.3,6.0,not done
-0.3,25.9,11.0,not done
-0.2,17.6,8.0,not done
-0.1,13.4,9.0,not done
0.0,9.1,9.0,not done
0.1,5.1,10.0,not done
0.1,-1.1,6.0,not done
0.1,-12.9,-9.0,not done
-0.0,-13.6,-15.0,not done
-0.1,-13.9,-20.0,not done
-0.2,-17.9,-29.0,not done
-0.3,-19.9,-36.0,not done
-0.4,-19.8,-42.0,not done
-0.5,-18.3,-45.0,not done
-0.7,-1.1,-37.0,not done
-0.4,27.9,7.0,not done
-0.2,17.1,3.0,not done
-0.1,7.5,3.0,not done
-0.1,6.1,2.0,not done
-0.0,-0.0,-1.0,not done
-0.0,0.4,0.0,not done
-0.0,0.9,-1.0,not done
-0.0,2.1,0.0,not done
-0.0,-3.5,-5.0,not done
-0.0,-9.4,-11.0,not done
